Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
315,Jarell Martin\martija01,PF,23,MEM,73,36,1661,4.8,10.8,0.446,0.7,2.1,0.347,4.1,8.6,0.47,1.9,2.5,0.767,2.1,4.8,6.9,1.6,0.8,1.1,1.9,4.6,12.2
316,Frank Mason\masonfr01,PG,23,SAC,52,2,984,5.3,13.9,0.379,1.1,3.1,0.36,4.1,10.8,0.384,3.4,4.2,0.817,1.1,3.7,4.8,5.4,1.2,0.4,2.4,2.6,15.1
317,Mangok Mathiang\mathima01,C,25,CHO,4,0,20,7.2,12.6,0.571,0,0,,7.2,12.6,0.571,0,1.8,0,5.4,12.6,18,0,1.8,0,0,9,14.4
318,Wesley Matthews\matthwe02,SF,31,DAL,63,62,2131,4.8,11.8,0.406,2.6,6.8,0.381,2.2,5,0.441,1.4,1.7,0.822,0.5,2.9,3.3,2.9,1.3,0.3,1.4,2.4,13.5
319,Luc Mbah a Moute\mbahalu01,PF,31,HOU,61,15,1564,3.8,7.9,0.481,1.5,4,0.364,2.4,4,0.599,1.5,2.2,0.684,0.5,3.8,4.3,1.3,1.7,0.6,1.6,2.3,10.6
320,James Michael McAdoo\mcadoja01,PF,25,PHI,3,0,18,4,14,0.286,4,14,0.286,0,0,,4,4,1,0,4,4,0,0,2,2,2,16
321,Patrick McCaw\mccawpa01,SG,22,GSW,57,10,961,3.4,8.4,0.409,0.7,3,0.238,2.7,5.4,0.503,1,1.3,0.765,0.6,2.5,3.1,3,1.6,0.4,1.5,2.5,8.6
322,CJ McCollum\mccolcj01,SG,26,POR,81,81,2923,8.2,18.5,0.443,2.3,5.9,0.397,5.9,12.7,0.465,2.6,3.1,0.836,0.7,3.3,4,3.3,0.9,0.4,1.9,2.1,21.3
323,T.J. McConnell\mccontj01,PG,25,PHI,76,1,1706,4.4,8.9,0.499,0.6,1.3,0.435,3.9,7.6,0.51,0.7,0.8,0.795,0.8,4,4.8,6.4,1.9,0.3,2.4,2.6,10.1
324,Erik McCree\mccreer01,SF,24,UTA,4,0,8,0,9,0,0,4.5,0,0,4.5,0,0,0,,0,4.5,4.5,0,4.5,0,4.5,0,0
325,Chris McCullough\mcculch01,PF,22,WAS,19,0,90,7.2,16.8,0.429,0.4,3.2,0.125,6.8,13.6,0.5,3.6,5.6,0.643,2.8,7.2,10,1.6,0,2,0.8,3.2,18.4
326,Doug McDermott\mcderdo01,SF,26,TOT,81,4,1768,4.8,10.3,0.467,1.9,4.4,0.426,3,5.9,0.497,1.3,1.6,0.79,0.8,3.3,4.1,1.6,0.4,0.3,1.1,2.5,12.8
326,Doug McDermott\mcderdo01,SF,26,NYK,55,1,1172,4.6,10.1,0.46,1.6,4.2,0.387,3,5.9,0.513,1.2,1.6,0.755,1,3.1,4.1,1.5,0.3,0.4,1,2.2,12.1
326,Doug McDermott\mcderdo01,SF,26,DAL,26,3,596,5.2,10.9,0.478,2.4,4.8,0.494,2.8,6.1,0.465,1.4,1.7,0.857,0.4,3.6,4,1.8,0.5,0.2,1.3,3,14.2
327,JaVale McGee\mcgeeja01,C,30,GSW,65,17,615,8,12.8,0.621,0,0.4,0,8,12.5,0.638,2.2,3,0.731,3.5,6.4,9.9,1.9,1.2,3.3,1.6,5.3,18.1
328,Rodney McGruder\mcgruro01,SG,26,MIA,18,2,299,4.3,8.8,0.493,1.8,4.2,0.429,2.5,4.6,0.553,0.5,1,0.5,1.3,2.5,3.9,2,1,0.4,0.5,2.5,11
329,Trey McKinney-Jones\mckintr01,SG,27,IND,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
330,Alfonzo McKinnie\mckinal01,SF,25,TOR,14,0,53,5.4,10.2,0.533,2,6.1,0.333,3.4,4.1,0.833,1.4,2,0.667,0.7,4.1,4.8,0.7,0.7,0.7,2,5.4,14.3
331,Ben McLemore\mclembe01,SG,24,MEM,56,17,1091,5.2,12.3,0.421,1.8,5.2,0.346,3.4,7.1,0.477,1.7,2.1,0.828,1.1,3.5,4.6,1.7,1.3,0.5,2,4.6,13.9
332,Josh McRoberts\mcrobjo01,PF,30,DAL,2,0,6,0,6,0,0,6,0,0,0,,0,0,,0,0,0,0,0,0,0,12,0
333,Jodie Meeks\meeksjo01,SG,30,WAS,77,0,1119,5.1,12.6,0.399,2.3,6.8,0.343,2.7,5.9,0.464,3.2,3.8,0.863,0.5,3.6,4.1,2.3,0.9,0.1,1.2,1.8,15.7
334,Salah Mejri\mejrisa01,C,31,DAL,61,1,729,4.3,6.8,0.642,0,0.1,0,4.3,6.6,0.657,1.9,3.3,0.576,4.2,8,12.1,1.7,1.1,3.3,1.9,6,10.6
335,Jordan Mickey\mickejo01,PF,23,MIA,23,3,284,4.9,10.4,0.476,0.3,2,0.125,4.7,8.4,0.561,1.6,2.4,0.684,2.3,8.1,10.3,1.1,0.8,1.3,2.3,4.6,11.8
336,Khris Middleton\middlkh01,SF,26,MIL,82,82,2982,7.2,15.4,0.466,1.8,4.9,0.359,5.4,10.4,0.517,3.9,4.4,0.884,0.5,4.6,5.2,4,1.4,0.3,2.3,3.3,19.9
337,C.J. Miles\milescj01,SF,30,TOR,70,3,1337,6.1,16.1,0.379,4.4,12.2,0.361,1.7,3.9,0.434,2.2,2.6,0.835,0.5,3.6,4.1,1.5,1,0.6,1.1,3.6,18.8
338,Darius Miller\milleda01,SF,27,NOP,82,3,1944,4,9,0.444,2.7,6.6,0.411,1.3,2.4,0.535,1.1,1.2,0.866,0.3,2.7,3,2.1,0.5,0.3,1.1,3,11.8
339,Malcolm Miller\millema01,SF,24,TOR,15,4,126,3.7,8,0.464,2.3,6,0.381,1.4,2,0.714,1.1,1.1,1,1.1,3.1,4.3,0.9,0.3,0.6,1.4,2.9,10.9
340,Patty Mills\millspa02,PG,29,SAS,82,36,2107,4.8,11.7,0.411,2.6,7.1,0.372,2.2,4.6,0.47,1.8,2,0.89,0.4,2.2,2.6,3.9,0.9,0.2,1.8,2.2,14
341,Paul Millsap\millspa01,PF,32,DEN,38,37,1143,6.4,13.7,0.464,1.2,3.6,0.345,5.1,10.1,0.506,3.5,5.1,0.696,2,5.7,7.7,3.3,1.2,1.4,2.3,3.1,17.5
342,Nikola Mirotic\mirotni01,PF,26,TOT,55,14,1494,7.4,16.5,0.447,3.3,8.6,0.377,4.1,7.9,0.525,2.7,3.3,0.818,1.4,8.3,9.8,1.9,1.1,0.9,1.5,2.6,20.7
342,Nikola Mirotic\mirotni01,PF,26,CHI,25,3,622,8.3,17.5,0.474,4,9.3,0.429,4.3,8.2,0.525,3.8,4.6,0.823,1,8.2,9.2,2.3,0.9,0.8,1.8,2.6,24.3
342,Nikola Mirotic\mirotni01,PF,26,NOP,30,11,872,6.7,15.8,0.427,2.7,8.1,0.335,4,7.6,0.524,1.9,2.4,0.81,1.7,8.5,10.2,1.7,1.2,1.1,1.3,2.6,18.1
343,Donovan Mitchell\mitchdo01,SG,21,UTA,79,71,2638,8.1,18.6,0.437,2.6,7.5,0.34,5.6,11.1,0.502,3.3,4.1,0.805,0.7,3.3,4,4,1.6,0.4,2.9,2.9,22.1
344,Naz Mitrou-Long\mitrona01,SG,24,UTA,1,0,1,36,36,1,36,36,1,0,0,,0,0,,0,0,0,0,0,0,0,0,108
345,Malik Monk\monkma01,SG,19,CHO,63,0,854,6.4,17.9,0.36,3.5,10.2,0.342,3,7.7,0.385,1.3,1.6,0.842,0.3,2.4,2.8,3.8,0.8,0.4,2.1,2.5,17.7
346,Greg Monroe\monrogr01,C,27,TOT,51,14,1040,7.5,13.4,0.565,0,0,,7.5,13.4,0.565,3,4.1,0.739,3.8,8.3,12.1,3.9,1.5,0.8,3.3,3.3,18.1
346,Greg Monroe\monrogr01,C,27,MIL,5,0,79,7.3,15,0.485,0,0,,7.3,15,0.485,0.9,1.8,0.5,2.7,8.7,11.4,2.3,0,0,2.7,3.2,15.5
346,Greg Monroe\monrogr01,C,27,PHO,20,14,465,7.5,12,0.626,0,0,,7.5,12,0.626,2.4,3.6,0.674,3.9,8.5,12.4,3.9,1.2,0.5,3.1,3.1,17.4
346,Greg Monroe\monrogr01,C,27,BOS,26,0,496,7.6,14.4,0.53,0,0,,7.6,14.4,0.53,4,5,0.797,3.8,8.1,12,4.3,2,1.2,3.5,3.5,19.2
347,Luis Montero\montelu01,SG,24,DET,2,0,8,0,4.5,0,0,0,,0,4.5,0,0,0,,0,9,9,0,0,0,9,0,0
348,Ben Moore\moorebe01,PF,22,IND,2,0,9,0,0,,0,0,,0,0,,0,0,,0,4,4,4,0,0,0,16,0
349,E'Twaun Moore\mooreet01,SG,28,NOP,82,80,2586,5.9,11.6,0.508,1.8,4.2,0.425,4.1,7.4,0.556,0.7,0.9,0.706,0.8,2.5,3.3,2.6,1.1,0.2,1.4,2.5,14.2
350,Eric Moreland\moreler01,PF,26,DET,67,3,805,3,5.5,0.541,0,0,,3,5.5,0.541,0.5,1.3,0.379,3.6,8.8,12.4,3.5,1.4,2.3,1.9,5.2,6.4
351,Jaylen Morris\morrija01,SG,22,ATL,6,0,98,4.8,11.8,0.406,0.7,3.7,0.2,4,8.1,0.5,0,0,,0.7,5.1,5.9,2.6,0.7,0.4,2.2,0.7,10.3
352,Marcus Morris\morrima03,PF,28,BOS,54,21,1447,6.5,15.2,0.429,2.1,5.8,0.368,4.4,9.4,0.467,3.1,3.8,0.805,1.1,6.1,7.2,1.8,0.9,0.3,1.6,2.5,18.3
353,Markieff Morris\morrima02,PF,28,WAS,73,73,1968,6,12.6,0.48,1.4,3.8,0.367,4.6,8.8,0.529,1.9,2.3,0.82,1.4,6.1,7.5,2.6,1,0.7,2.3,4,15.4
354,Monte Morris\morrimo01,PG,22,DEN,3,0,25,5.8,8.6,0.667,0,1.4,0,5.8,7.2,0.8,2.9,2.9,1,0,2.9,2.9,10.1,4.3,0,1.4,1.4,14.4
355,Johnathan Motley\motlejo01,PF,22,DAL,11,4,176,8.2,15.3,0.533,0.2,1.2,0.167,8,14.1,0.565,3.1,5.7,0.536,2.9,7.2,10,1.4,0.6,0.4,1.8,3.7,19.6
356,Timofey Mozgov\mozgoti01,C,31,BRK,31,13,359,5.2,9.3,0.559,0.4,1.8,0.222,4.8,7.5,0.64,2.3,3,0.767,3.2,6.6,9.8,1.1,0.5,1.3,3.3,3.9,13.1
357,Emmanuel Mudiay\mudiaem01,PG,21,TOT,64,14,1245,5.9,15.2,0.388,1.4,4.3,0.318,4.5,10.9,0.415,2.8,3.7,0.76,0.8,3.6,4.4,6,1.2,0.3,3.3,2.3,16
357,Emmanuel Mudiay\mudiaem01,PG,21,DEN,42,0,752,6.2,15.4,0.401,1.8,4.9,0.373,4.4,10.5,0.414,3,3.7,0.808,0.8,3.7,4.5,5.8,1,0.2,3.4,2.3,17.2
357,Emmanuel Mudiay\mudiaem01,PG,21,NYK,22,14,493,5.5,14.9,0.368,0.7,3.4,0.196,4.8,11.5,0.418,2.6,3.7,0.686,0.7,3.5,4.2,6.2,1.5,0.5,3,2.4,14.2
358,Shabazz Muhammad\muhamsh01,SF-SG,25,TOT,43,2,418,7.2,16.2,0.447,0.6,2.3,0.259,6.6,13.9,0.478,3.4,4.3,0.78,2,4.6,6.5,1.2,0.8,0.3,0.5,2.6,18.4
358,Shabazz Muhammad\muhamsh01,SF,25,MIN,32,2,301,5.6,14.5,0.388,0.5,2.3,0.211,5.1,12.2,0.422,2.6,3.7,0.71,1.8,3.6,5.4,0.8,0.6,0.2,0.6,2.8,14.4
358,Shabazz Muhammad\muhamsh01,SG,25,MIL,11,0,117,11.4,20.6,0.552,0.9,2.5,0.375,10.5,18.2,0.576,5.2,5.8,0.895,2.5,7.1,9.5,2.2,1.2,0.3,0.3,2.2,28.9
359,Xavier Munford\munfoxa02,SG,25,MIL,6,0,21,1.7,10.3,0.167,0,3.4,0,1.7,6.9,0.25,1.7,3.4,0.5,1.7,0,1.7,6.9,1.7,0,3.4,6.9,5.1
360,Dejounte Murray\murrade01,PG,21,SAS,81,48,1743,5.6,12.6,0.443,0.2,0.7,0.265,5.4,11.9,0.454,2.2,3.1,0.709,2.3,7.2,9.5,4.8,2,0.6,2.8,3.1,13.5
361,Jamal Murray\murraja01,PG,20,DEN,81,80,2565,6.7,14.9,0.451,2.3,6.1,0.378,4.4,8.8,0.502,3.2,3.6,0.905,1.2,3,4.2,3.8,1.1,0.4,2.4,2.4,19
362,Mike Muscala\muscami01,C,26,ATL,53,7,1060,4.9,10.6,0.458,2.1,5.7,0.371,2.8,4.9,0.559,1.9,2.1,0.919,1.9,5.9,7.8,1.7,1.1,0.9,1.4,2.7,13.8
363,Abdel Nader\naderab01,SF,24,BOS,48,1,522,3.4,10.3,0.336,1.6,4.5,0.354,1.9,5.8,0.321,1.6,2.7,0.59,0.9,4,4.9,1.8,1,0.7,2.3,3.1,10.1
364,Larry Nance\nancela02,C,25,TOT,66,27,1421,6.1,10.5,0.581,0.1,0.3,0.167,6,10.2,0.594,2.3,3.5,0.664,4.1,7.4,11.5,2.1,2.2,1,1.3,4.4,14.5
364,Larry Nance\nancela02,C,25,LAL,42,17,922,5.9,9.9,0.601,0,0.2,0.25,5.9,9.7,0.606,2.1,3.4,0.632,4.2,6.9,11.1,2.2,2.3,0.8,1.6,4.4,14.1
364,Larry Nance\nancela02,C,25,CLE,24,10,499,6.3,11.5,0.55,0.1,0.6,0.125,6.3,11,0.572,2.6,3.6,0.72,3.8,8.3,12.1,1.8,2.1,1.3,0.7,4.3,15.4
365,Shabazz Napier\napiesh01,PG,26,POR,74,10,1535,5.2,12.5,0.42,1.9,5.1,0.376,3.3,7.3,0.45,2.7,3.2,0.841,0.6,3.4,4,3.5,1.9,0.3,2.1,2,15.1
366,Jameer Nelson\nelsoja01,PG,35,TOT,50,0,1013,3.4,8.7,0.389,1.5,4.4,0.331,1.9,4.3,0.45,0.6,0.7,0.8,0.5,3.2,3.7,6.4,1,0.1,2.4,2.9,8.8
366,Jameer Nelson\nelsoja01,PG,35,NOP,43,0,897,3.4,8.2,0.41,1.6,4.4,0.364,1.8,3.8,0.463,0.5,0.7,0.765,0.4,3.4,3.9,6.3,0.9,0.1,2.2,2.7,8.9
366,Jameer Nelson\nelsoja01,PG,35,DET,7,0,116,3.4,12.1,0.282,0.3,4.3,0.071,3.1,7.8,0.4,0.9,0.9,1,0.6,1.9,2.5,7.1,1.2,0.3,3.4,4.3,8.1
367,Raul Neto\netora01,PG,25,UTA,41,0,498,5,10.9,0.457,1.4,3.4,0.404,3.6,7.5,0.481,1.9,2.5,0.743,0.5,3,3.5,5.4,0.9,0.3,2.6,2.7,13.2
368,Georges Niang\niangge01,PF,24,UTA,9,0,32,4.5,12.4,0.364,0,4.5,0,4.5,7.9,0.571,1.1,2.3,0.5,3.4,6.8,10.1,3.4,2.3,0,3.4,1.1,10.1
369,Joakim Noah\noahjo01,C,32,NYK,7,0,40,4.5,9,0.5,0,0,,4.5,9,0.5,1.8,3.6,0.5,5.4,7.2,12.6,3.6,1.8,1.8,3.6,4.5,10.8
370,Nerlens Noel\noelne01,C,23,DAL,30,6,472,4.2,8,0.524,0,0.1,0,4.2,7.9,0.529,1.6,2.1,0.75,3.7,9.2,12.8,1.5,2.4,1.7,2,4.5,10
371,Lucas Nogueira\noguelu01,C,25,TOR,49,3,418,4.2,6.9,0.613,0.4,1.6,0.263,3.8,5.3,0.721,1.6,2.4,0.679,1.6,5.9,7.5,1.9,2,3.7,1.4,4.2,10.5
372,Dirk Nowitzki\nowitdi01,C,39,DAL,77,77,1900,6.6,14.4,0.456,2.6,6.4,0.409,3.9,8,0.494,1.8,2,0.898,0.4,7.9,8.3,2.3,0.8,0.9,1,2.8,17.6
373,Frank Ntilikina\ntilila01,PG,19,NYK,78,9,1706,3.8,10.6,0.364,1.1,3.3,0.318,2.8,7.2,0.385,1,1.4,0.721,0.8,3,3.7,5.3,1.4,0.4,2.8,3.8,9.8
374,Jusuf Nurkic\nurkiju01,C,23,POR,79,79,2088,8.3,16.4,0.505,0,0.1,0,8.3,16.3,0.508,3,4.7,0.63,3.3,8.9,12.2,2.5,1.1,1.9,3.2,4.3,19.5
375,David Nwaba\nwabada01,SG,25,CHI,70,21,1646,4.4,9.3,0.478,0.4,1.1,0.346,4,8.1,0.496,2.9,4.4,0.655,1.9,5.2,7.1,2.3,1.3,0.6,1.7,3.5,12.1
376,Johnny O'Bryant\obryajo01,PF,24,CHO,36,0,379,6.5,16.2,0.398,1.3,4.1,0.326,5.1,12.2,0.422,2,2.4,0.84,2.8,6.1,8.8,1.3,0.9,0.6,1.4,4.3,16.2
377,Royce O'Neale\onealro01,SF,24,UTA,69,4,1150,3.8,8.9,0.423,1.3,3.7,0.356,2.4,5.2,0.47,1.9,2.4,0.803,0.8,6.6,7.4,3,1.1,0.5,1.7,3.3,10.7
378,Kyle O'Quinn\oquinky01,C,27,NYK,77,10,1387,5.8,10,0.583,0.1,0.4,0.235,5.7,9.5,0.599,2.5,3.3,0.772,3.1,9.1,12.2,4.1,0.9,2.5,2.6,5,14.3
379,Semi Ojeleye\ojelese01,PF,23,BOS,73,0,1150,2,5.9,0.346,1.3,3.9,0.32,0.8,2,0.397,0.8,1.3,0.61,1.2,3.9,5,0.6,0.7,0.1,0.8,2.8,6.1
380,Emeka Okafor\okafoem01,C,35,NOP,26,19,353,4.9,9.7,0.505,0,0,,4.9,9.7,0.505,1.8,2.2,0.818,4.8,7.4,12.2,0.8,0.8,2.5,1.3,3.1,11.6
381,Jahlil Okafor\okafoja01,C,22,TOT,28,0,353,7.9,14.1,0.558,0.1,0.4,0.25,7.8,13.7,0.567,2.1,3,0.724,2.1,6.5,8.7,1.2,0.3,1.8,2.1,5.2,17.9
381,Jahlil Okafor\okafoja01,C,22,PHI,2,0,25,5.8,13,0.444,0,0,,5.8,13,0.444,2.9,5.8,0.5,5.8,7.2,13,1.4,0,2.9,4.3,10.1,14.4
381,Jahlil Okafor\okafoja01,C,22,BRK,26,0,328,8,14.2,0.566,0.1,0.4,0.25,7.9,13.7,0.576,2.1,2.7,0.76,1.9,6.5,8.3,1.2,0.3,1.8,2,4.8,18.2
382,Victor Oladipo\oladivi01,SG,25,IND,75,75,2552,9,18.9,0.477,2.3,6.1,0.371,6.8,12.8,0.528,4.1,5.2,0.799,0.7,4.8,5.5,4.6,2.5,0.8,3.1,2.5,24.5
383,Kelly Olynyk\olynyke01,PF,26,MIA,76,22,1779,6.4,12.9,0.497,2.1,5.7,0.379,4.2,7.2,0.59,2.7,3.5,0.77,1.8,6.9,8.7,4.2,1.3,0.7,3,4.5,17.6
384,Chinanu Onuaku\onuakch01,C,21,HOU,1,0,22,3.3,8.2,0.4,0,0,,3.3,8.2,0.4,0,0,,1.6,4.9,6.5,1.6,0,0,4.9,6.5,6.5
385,Cedi Osman\osmande01,SF,22,CLE,61,12,672,4.8,10,0.484,1.7,4.7,0.368,3.1,5.3,0.586,1.4,2.5,0.565,1,5.4,6.4,2.2,1.2,0.2,1.7,4.2,12.7
386,Kelly Oubre\oubreke01,SF,22,WAS,81,11,2231,5.1,12.7,0.403,2,6,0.341,3.1,6.8,0.456,3.1,3.8,0.82,1,4.9,5.9,1.6,1.3,0.6,1.5,3.8,15.4
387,Zaza Pachulia\pachuza01,C,33,GSW,69,57,972,5.5,9.8,0.564,0,0,0,5.5,9.7,0.567,2.8,3.4,0.806,3.3,8.6,11.9,4,1.4,0.6,2.7,4.5,13.8
388,Marcus Paige\paigema01,PG,24,CHO,5,0,28,5.1,18,0.286,2.6,10.3,0.25,2.6,7.7,0.333,2.6,2.6,1,0,5.1,5.1,3.9,0,0,0,0,15.4
389,Georgios Papagiannis\papagge01,C,20,TOT,17,0,122,5.3,12.4,0.429,0,0,,5.3,12.4,0.429,0,0,,3.8,7.1,10.9,2.7,1.2,1.8,2.4,3.5,10.6
389,Georgios Papagiannis\papagge01,C,20,SAC,16,0,118,5.2,12.5,0.415,0,0,,5.2,12.5,0.415,0,0,,3.7,7.3,11,2.7,0.6,1.8,2.4,3.7,10.4
389,Georgios Papagiannis\papagge01,C,20,POR,1,0,4,9,9,1,0,0,,9,9,1,0,0,,9,0,9,0,18,0,0,0,18
390,Jabari Parker\parkeja01,PF,22,MIL,31,3,743,7.8,16.1,0.482,1.5,3.9,0.383,6.3,12.2,0.514,1.9,2.6,0.741,2,5.3,7.3,2.9,1.2,0.5,2.2,2.4,18.9
391,Tony Parker\parketo01,PG,35,SAS,55,21,1071,6,13,0.459,0.3,1.2,0.27,5.6,11.8,0.479,1.8,2.6,0.705,0.2,3,3.2,6.6,0.9,0,2.3,1.7,14.2
392,Chandler Parsons\parsoch01,SF,29,MEM,36,8,691,5.6,12.2,0.462,2.7,6.3,0.421,3,5.9,0.504,0.9,1.4,0.63,0.7,4,4.7,3.6,0.9,0.6,1.8,2.8,14.8
393,Patrick Patterson\pattepa01,PF,28,OKC,82,3,1270,3,7.5,0.398,1.9,4.8,0.386,1.1,2.7,0.421,1.1,1.3,0.87,0.9,4.6,5.5,1.6,1.4,0.7,0.9,2.5,9
394,Justin Patton\pattoju01,C,20,MIN,1,0,4,9,18,0.5,0,0,,9,18,0.5,0,0,,0,0,0,0,9,0,0,9,18
395,Brandon Paul\paulbr01,SG,26,SAS,64,2,576,3.4,7.9,0.433,0.9,3.4,0.278,2.5,4.6,0.548,1.4,2.7,0.512,0.4,3.9,4.2,2.3,1.6,0.4,1.8,3.6,9.2
396,Chris Paul\paulch01,PG,32,HOU,58,58,1847,7.2,15.6,0.46,2.8,7.4,0.38,4.3,8.2,0.532,4,4.3,0.919,0.7,5.4,6.1,8.9,1.9,0.3,2.5,2.7,21.1
397,Adreian Payne\paynead01,PF,26,ORL,5,0,43,5.9,8.4,0.7,1.7,2.5,0.667,4.2,5.9,0.714,4.2,5,0.833,1.7,5.9,7.5,0,1.7,0,1.7,5,17.6
398,Cameron Payne\payneca01,PG,23,CHI,25,14,582,5.4,13.3,0.405,2.2,5.6,0.385,3.2,7.7,0.419,0.7,1,0.75,1.1,3.2,4.3,7,1.6,0.6,2.2,2.7,13.7
399,Elfrid Payton\paytoel01,PG,23,TOT,63,63,1808,6.6,13.3,0.493,0.6,1.8,0.326,6,11.4,0.52,2.2,3.3,0.649,1.3,4.2,5.5,7.8,1.7,0.4,3.3,2.9,15.9
399,Elfrid Payton\paytoel01,PG,23,ORL,44,44,1257,6.8,13.1,0.52,0.7,1.9,0.373,6.1,11.2,0.545,2.1,3.3,0.632,1.3,3.6,5,7.9,1.8,0.5,3.3,2.8,16.4
399,Elfrid Payton\paytoel01,PG,23,PHO,19,19,551,5.9,13.7,0.435,0.3,1.6,0.2,5.6,12,0.467,2.4,3.5,0.685,1.1,5.4,6.5,7.7,1.2,0.4,3.5,3.3,14.6
400,Gary Payton\paytoga02,PG,25,TOT,23,6,221,4.9,12.1,0.405,1,4.1,0.24,3.9,8,0.49,0.5,1.5,0.333,2.1,5,7.2,3.4,1.1,0.5,1.1,4.9,11.2
400,Gary Payton\paytoga02,PG,25,MIL,12,6,106,4.4,11.2,0.394,0.7,4.1,0.167,3.7,7.1,0.524,0.7,1,0.667,1.4,4.4,5.8,3.1,1,0.3,1,5.8,10.2
400,Gary Payton\paytoga02,PG,25,LAL,11,0,115,5.3,12.8,0.415,1.3,4.1,0.308,4.1,8.8,0.464,0.3,1.9,0.167,2.8,5.6,8.5,3.8,1.3,0.6,1.3,4.1,12.2
401,Kendrick Perkins\perkike01,C,33,CLE,1,0,15,2.4,4.8,0.5,0,0,,2.4,4.8,0.5,2.4,4.8,0.5,0,2.4,2.4,4.8,2.4,0,2.4,2.4,7.2
402,London Perrantes\perralo01,PG,23,CLE,14,0,66,1.1,7.1,0.154,0,1.6,0,1.1,5.5,0.2,1.6,2.7,0.6,0.5,1.6,2.2,2.7,1.1,0.5,0.5,3.3,3.8
403,Alec Peters\peteral01,PF,22,PHO,20,0,225,4.5,11.8,0.378,2.9,9.3,0.31,1.6,2.6,0.625,1.3,1.6,0.8,1.3,4.6,5.9,1.9,0.3,0.3,0.6,2.1,13.1
404,Marshall Plumlee\plumlma02,C,25,MIL,8,0,52,0.7,2.1,0.333,0,0,,0.7,2.1,0.333,8.3,11.1,0.75,2.8,9,11.8,1.4,0,0.7,2.1,6.9,9.7
405,Mason Plumlee\plumlma01,C,27,DEN,74,26,1439,5.5,9.2,0.601,0,0,0,5.5,9.2,0.602,2.1,4.5,0.458,3.3,6.7,10,3.6,1.2,2,2.6,4.6,13.1
406,Miles Plumlee\plumlmi01,C,29,ATL,55,35,918,4.1,7.1,0.583,0,0,,4.1,7.1,0.583,1.1,2.4,0.45,3,5.9,8.9,1.8,0.7,1.2,2.5,3.1,9.3
407,Jakob Poeltl\poeltja01,C,22,TOR,82,0,1524,6,9.1,0.659,0,0,0.5,6,9,0.66,1.4,2.4,0.594,3.9,5.4,9.3,1.3,0.9,2.4,2,5,13.4
408,Quincy Pondexter\pondequ01,SF,29,CHI,23,1,196,2.6,9,0.286,0.6,4,0.136,2,5,0.407,2.6,3.1,0.824,1.5,3.5,5,1.7,1.5,0.4,2,4.4,8.3
409,Otto Porter\porteot01,SF,24,WAS,77,77,2432,6.6,13.1,0.503,2,4.6,0.441,4.5,8.5,0.537,1.6,1.9,0.828,1.5,5.8,7.3,2.3,1.7,0.6,1.1,2.2,16.8
410,Bobby Portis\portibo01,PF,22,CHI,73,4,1643,8.4,17.8,0.471,1.8,4.9,0.359,6.6,12.9,0.514,2.6,3.4,0.769,3.5,7.4,10.9,2.7,1.1,0.5,2.3,2.8,21.1
411,Kristaps Porzingis\porzikr01,PF,22,NYK,48,48,1553,9,20.6,0.439,2.1,5.3,0.395,7,15.3,0.454,5.1,6.4,0.793,1.4,5.9,7.3,1.3,0.8,2.7,2.2,3.3,25.2
412,Dwight Powell\poweldw01,C,26,DAL,79,25,1672,5.5,9.3,0.593,0.6,1.8,0.333,4.9,7.4,0.656,2.9,4,0.719,2.9,6.7,9.6,2,1.4,0.7,1.3,4,14.4
413,Norman Powell\powelno01,SG,24,TOR,70,18,1062,5.1,12.7,0.401,1.8,6.3,0.285,3.3,6.4,0.516,1.1,1.3,0.821,0.5,3.6,4,3,1.3,0.5,2.2,3.8,13.1
414,Alex Poythress\poythal01,PF,24,IND,25,0,104,3.8,9,0.423,1.4,3.8,0.364,2.4,5.2,0.467,0,0,,2.4,3.5,5.9,0.7,1,0.3,0.7,5.5,9
415,Jacob Pullen\pulleja01,PG,28,PHI,3,0,6,6,12,0.5,0,6,0,6,6,1,0,0,,0,0,0,0,0,0,6,0,12
416,Rodney Purvis\purviro01,SG,23,ORL,16,2,290,4.3,13.3,0.327,1.6,6.5,0.25,2.7,6.8,0.4,1.6,1.9,0.867,0.1,3.2,3.4,2.1,0.4,0.4,1.2,3.2,11.9
417,Zhou Qi\qizh01,C,22,HOU,18,0,124,1.7,9.3,0.188,0.6,5.5,0.105,1.2,3.8,0.308,2.3,3.5,0.667,1.7,4.6,6.4,0.6,0.6,4.1,2.9,4.1,6.4
418,Tim Quarterman\quartti01,SG,23,HOU,3,0,13,2.8,8.3,0.333,0,5.5,0,2.8,2.8,1,5.5,5.5,1,0,8.3,8.3,2.8,0,0,5.5,2.8,11.1
419,Ivan Rabb\rabbiv01,PF,20,MEM,36,5,516,6,10.6,0.566,0,0,,6,10.6,0.566,2,2.5,0.806,3.7,7.3,11,2.2,0.8,0.9,2.4,3.8,14
420,Julius Randle\randlju01,C,23,LAL,82,49,2190,8.3,14.9,0.558,0.2,0.7,0.222,8.1,14.1,0.575,5,7,0.718,3,7.8,10.8,3.5,0.7,0.7,3.5,4.5,21.7
